new_method_p_layer_circuit_192,new_method_censored_circuit_192
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
94.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
96.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
98.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
